TYPE	WHO	LANGID	BORN PLACE	WEAPONS	FLOWERS	INSTRUMENTS	INSECTS	PLEASANT	UNPLEASANT
original	anonymous	it12	Urbino, Italia	fucile, coltello, mitragliatrice, bomba, virus, spada, sciabola, lancia, panzer, fucile a pompa, pistola, piede di porco, balestra, arco, lanciafiamme, tirapugni, bomba atomica, granata, missile, razzo, ascia, machete, nunchuck, fionda, catapulta	rosa, margherita, viola, rododendro, tulipano, girasole, gerano, lillà, giglio, loto, orchidea, ciliegio, camelia, peonia, pino, lavanda, mandorlo, ermafroditi, petunia, azalea, calendula, tarassacco, camomilla, dente di leone, calla	flauto, tromba, chitarra, clavicembalo, viola, violoncello, contrabbasso, clarinetto, piano, pianola, xylofono, flauto traverso, mandolino, chitarra elettrica, triangolo, trombone, sassofono, cazù, fisarmonica, batteria, piatti, basso, arpa, violino, maracas	formica, lombrico, verme, bruco, coccinella, farfalla, ragno, tarantola, scarafaggio, mosca, termiti, vermi, rampicanti, tafano, moscone, zanzare, cicale, cavalletta, zecca, pulce, termiti da letto, zanzara tigre, ape, vespa, cimice	profumo, sole, armonia, meditazione, amicizia, felicità, gioia, banchetto, matrimonio, famiglia, carriera,  sicurezza finanziaria, indipendenza, libertà, autonomia, salute, sorpresa, musica dal vivo, pace, benessere, serenità, coesione, soddisfazione, arte, bellezza	morte, guerra, distruzione, incomprensione, rottura, ferita, malessere, abuso, rabbia, puzza, oppressione, abbandono, rifiuto, oblio, male, licenziamento, divorzio, corruzione, razzismo, odio, astio, discriminazione, ingiustizia, malasanità, mafia
original	anonymous	it13	Cesena, Italia	coltello, coltellino svizzero, ascia, arco, frecce, carro armato, pugnale, pistola, mitragliatrice, sega, motosega, martello, falce, bastone, piccone, fucile, cannone, baionetta, clava, lancia, catapulta, bomba, granata, mazza, sciabola	margherita, rosa, viola, girasole, garofano, non ti scordar di me, primula, Iris, gelsomino, geranio, fiori di ciliegio, primula, orchidea, dente di leone, calendula, camelia, lillà, tulipano, giglio, crisantemo, angelica, biancospino, giunco, ginestra, narciso	violino, violoncello, viola, contrabbasso, chitarra, chitarra elettrica, batteria, triangolo, flauto, flauto traverso, oboe, clavicembalo, piatti, fisarmonica, liuto, mandolino, pianoforte, pianola, piatti, cornamusa, armonica, tromba, sax, tuba, sassofono	mosca, zanzara, ragno, toporagno, cavalletta, coccinella, moscerino, moscerino della frutta, locusta, ape, forbice, formica, libellula, farfalla, coleottero, baco, baco da seta, cimice, termite, acaro della polvere, pidocchio, falena, scarafaggio, scorpione, maggiolino	sole, complimento, profumo, colore, cibo, dolce, salato, carino, morbido, bello, interessante, simpatico, vacanza, riposo, domenica, risata, affetto, abbraccio, bacio, carezza, soldi, amico, amore, sogno, fantasia	insetti, fango, sporco, rumoroso, affollato, rotto, maleducato, buio, difficile, sudore, pioggia, bagnato, sangue, ferita, malattia, fluido, pipí, cacca, vomito, rifiuto, schiaffo, sbaglio, errore, polvere, offesa
original	anonymous	it14	Sarzana, Italia	pistola, fucile, carro armato, spada, sciabola, pugnale, coltello, mazza, mazza chiodata, martello, punteruolo, mitraglietta, mitragliatrice, lanciarazzi, lanciafiamme, carabina, fucile di precisione, veleno, granata, bomba, esplosivo, fumogeno, taglierino, gas nervino, scimitarra 	camelia, rosa, papavero, peonia, azalea, orchidea, tulipano, girasole, violetta, dente di leone, geranio, glicine, garofano, ciclamino, giglio, iris, primula, stella alpina, margherita, gerbera, lillà, calla, gladiolo, begonia, petunia	pianoforte, oboe, violoncello, viola, clavicembalo, flauto, flauto traverso, batteria, triangolo, tamburo, xilofono, violino, chitarra classica, chitarra elettrica, mandolino, ukulele, fisarmonica, tromba, sassofono, corno, trombone, arpa, lira, basso, clarinetto	zanzara, mosca, mantide, grillo, cavalletta, bruco, verme, insetto stecco, scarafaggio, millepiedi, coccinella, cimice, moscerino, ape, vespa, calabrone, tafano, bombo, libellula, farfalla, formica, falena, insetto foglia, processionaria, pulce	amicizia, amore, calore, umiltà, accoglienza, sincerità, freschezza, genuino, autentico, felice, sole, morbido, eclettico, profumo, vicinanza, solidale, comunità, umorismo, colore, brillante, tranquillità, quiete, multiculturalismo, curiosità, nuovo	antiquato, chiuso, frenetico, arzigogolato, manierista, invidia, omertà, indifferenza, superficiale, imbarazzo, incoerente, malizia, decadimento, afa, abbandono, opprimente, asfissiante, limite, fariseo, marcio, muffa, stantio, tanfo, sudore, ignavo
original	anonymous	it15	Cortina d'ampezzo, Italia	pistola, cannone, mitra, spada, coltello, sciabola, fucile, moschetto, katana, pugnale, balestra, ascia, rivoltella, mitragliatrice, arco, mortaio, carabina, baionetta, fucile a canne mozze, pistola subacquea, bazooka, cerbottana, boomerang, scimitarra, coltello a farfalla 	rosa, girasole, genziana, giglio, stella alpina, geranio, glicine, mimosa, mughetto, bocca di leone, orchidea, ciclamino, gelsomino, primula, taggetta, margherita, erica, viola, stella di natale, tulipano, dente di leone, non ti scordar di me, crocus, botton d'oro, lavanda	flauto, oboe, ottavino, tromba, trombone, timpani, euphonium, batteria, marimba, xilofono, clarinetto, sassofono, violino, viola, violoncello, contrabbasso, fagotto, tuba, flauto di pan, fisarmonica, arpa, pianoforte, organo, triangolo, corno	ape, mosca, vespa, calabrone, cimice, coccinella, farfalla, zanzara, ragno, formica, scarafaggio, falena, lucciola, lombrico, bruco, afidi, pidocchio, pulce, blatta, grillo, libellula, insetto stecco, scorpione, millepiedi, fuco 	amore, pace, libertà, sazietà, felicità, tranquillità, riposare, pulito, profumato, cantare, suonare, ballare, amicizia, viaggiare, dormire, sicurezza, fiducia, simpatia, ridere, grazia, salute, nascita, ozio, fantasia, ordine	paura, odio, schiavitù, fame, terrore, tristezza, pianto, stress, stanchezza, sporco, puzzolente, guerra, dolore, reclusione, pericolo, antipatia, malattia, morte, forza, potere, rumore, fatica, disordine, rabbia, prurito
original	anonymous	it16	Rimini, Italia	coltello, ascia, spada, bazooka, mitragliatrice, fucile, pugnale, fionda, cannone, missile, mina, bomba, manganello, balestra, bastone, catapulta, fucile, lanciagranate, pistola, sciabola, lanciarazzi, clava, machete, mazza, scimitarra 	rosa, giglio, ranuncolo, orchidea, peonia, girasole, margherita, tulipano, calla, ibisco, lavanda, garofano, petunia, begonia, calendula, viola, geranio, fiordaliso, anemone, lillà, glicine, crisantemo, camomilla, biancospino, dalia	basso, chitarra, pianoforte, batteria, tromba, trombone, viola, violoncello, tastiera, oboe, organo, flauto, chitarra elettrica, mandolino, ukulele, armonica, arpa, sassofono, flauto traverso, violino, xilofono, tamburo, fisarmonica, clavicembalo, cornamusa	ape, vespa, formica, ragno, scarabeo, millepiedi, mosca, zanzara, libellula, cavalletta, grillo, chiocciola, lumaca, coccinella, blatta, mantide, scorpione, forbice, cervo volante, formica rossa, farfalla, falena, insetto stecco, verme, lombrico 	famiglia, amore, felicità, sostegno, aiuto, empatia, tranquillità, gioia, sorpresa, stupore, estasi, magnifico, interessamento, appagamento, romanticismo, gentilezza, allegria, sorriso, sollievo, divertimento, euforia, speranza, orgoglio, gratitudine,  meraviglia	paura, rabbia, disgusto, odio, tristezza, malinconia, povertá, isolamento, fastidio, pianto, depressione, rancore, ansia, rifiuto, disprezzo, timore, noia, confusione, brutto, cattiveria, maleducazione, rimprovero, giudicare, irrispettoso 
original	anonymous	it17	Urbino, Italia	coltello, spada, pistola, rivoltella, fucile, cannone, colubrina, mitragliatrice, spranga, catapulta, sciabola, fioretto, katana, machete, roncola, bazooka, missile, bomba, granata, pugnale, balestra, arco, fionda, mazza, baionetta	narciso, tulipano, rosa, margherita, bocca di leone, nontiscordardimé, viola, ciclamino, fresia, geranio, orchidea, astromelia, crisantemo, stella alpina, mughetto, ortensia, dalia, rosa canina, gladiolo, iris, narciso, giglio, ibisco, gelsomino, genziana	viola, tuba, pianoforte, basso, sassofono, chitarra, trombone, violino, violoncello, clavicembalo, tamburo, flauto, organo, contrabbasso, clarinetto, tromba, piffero, flauto di pan, batteria, ukulele, piatti, fisarmonica, bassotuba, armonica, nacchere	mosca, ape, vespa, ragno, zanzara, scarabeo, millepiedi, cimice, mantide religiosa, formica, insetto stecco, bruco, verme, lombrico, farfalla, coccinella, coleottero, lucciola, moscerino, moscone, falena, scolopendra, maggiolino, calabrone, cavalletta	profumo, bellezza, dolce, succulento, mieloso, saporito, amore, calore, odore, gesto, messaggio, bacio, abbraccio, torta, invito, sorriso, risata, giornata, tempo, gita, vacanza, carezza, chiacchierata, passeggiata, cortesia	puzza, litigio, escrementi, amaro, acido, aspro, scortesia, offesa, insulto, pugno, sputo, infedele, cattivo, invidia, gelosia, cattiveria, indifferenza, insetto, ronzio, baccano, rumore, urla, fastidio, prurito, malattia
original	anonymous	it18	Bolzano vicentino, vicenza, Italia	pistola, fucile, cannone, rivoltella, pugnale, mitragliatrice, lancia, sciabola, spada, baionetta, doppietta, lanciafiamme, mitra, mitraglietta, coltello, accetta, machete, lanciarazzi, fucile a pompa, scimitarra, bomba, bomba a mano, mina, granata, mortaio	rosa, giacinto, girasole, iris, calendula, bocca di leone, margherita, viola, papavero, giglio, primula, gladiolo, genziana, bucaneve, geranio, orchidea, ciclamino, dalia, garofano, bella di notte, tulipano, non ti scordar di me, stella alpina, fiordaliso, narciso	tromba, contrabbasso, pianoforte, chitarra, basso, batteria, flauto, violoncello, viola, sassofono, tamburo, grancassa, corno, trombone, violino, arpa, triangolo, flauto traverso, piatti, fisarmonica, armonica, oboe, clavicembalo, cembalo, timpano	mosca, zanzara, coleottero, ape, vespa, cimice, scarafaggio, ragno, millepiedi, moscerino, calabrone, zecca, pulce, piattola, scarabeo, pappatacio, cavalletta, grillo, grillotalpa, cervo volante, formica, cicala, lucciola, libellula, blatta	serenità, gioia, leggerezza, amore, spensieratezza, libertà, simpatia, calore, sorriso, sensibilità, gaiezza, letizia, semplicità, aperto, vasto, ampio, colorato, vario, movimentato, attivo, luminoso, bellezza, dolcezza, morbido, tenero	buio, malumore, tristezza, paura, rabbia, ira, chiuso, solitudine, assenza, freddo, pericolo, arrabbiato, ansia, timore, sospetto, sfiducia, calcolo, pigrizia, malizia, disprezzo, dubbio, scherno, derisione, insicurezza, debolezza
original	anonymous	it19	Viterbo, Italia	pistola, fucile, carabina, moschetto, lanciagranate, kalashnikov, mitra, mitragliatrice, doppietta, lupara, fionda, cerbottana, balestra, proiettili, taser, trappole, cannone, barda, acciarino, katara, revolver, elso, piastra, silenziatori, lanciafiamme	dente di leone, non ti scordar di me, rosa, girasole, margherita, ibisco, iris, violetta, petunia, papavero, ciclamino, geranio, ortensia, begonia, bucaneve, gelsomino, azalea, dalia, stella alpina, rododendro, fiordaliso, crisantemo, tulipano, garofano, glicine 	flauto, clarinetto, tuba, trombone, arpa, tromba, clavicembalo, pianoforte, flicorno, oboe, sassofono, batteria, piatti, violino, viola, violoncello, contrabbasso, ottavino, fagotto, timpani, rullante, corno, grancassa, triangolo, sousafono	coccinella, farfalla, scarafaggio, mosca, cimice, zanzara, ape, vespa, formica, calabrone, libellula, mantide religiosa, falena, zecca, grillo, millepiedi, bruco, verme, ragno, scorpione, scarabeo, termite, pulce, cavalletta, icaro	musica, felicità, gioia, benessere, salute, aria, sorriso, vittoria, positività, gioia, allegria, simpatia, affidabilità, amicizia, amore, parlare, curioso, educato, dolce, semplicità, forte, importante, leale, onesto, organizzato	cattivo, disonesto, disobbediente, tristezza, infelicità, antipatia, menefreghismo, ignoranza, ritardatario, altezzoso, fastidioso, aggressivo, violenza, insulto, bestemmia, collera, scorbutico, ripugnante, schiaffo, stupidità, egoismo, superficialità, infedeltà, cinico, disorganizzazione
original	anonymous	it20	Modena, Italia 	coltello, arco, pistola, fucile da caccia, spada, fucile da cecchino, bomba, taser, manganello, stiletto, stocco, sciabola, missile, mina, cannone, arma biologica, bomba atomica, granata, mitragliatrice, spadone a due mani, spada lunga, spada corta, kunai, revolver, bomba a neutrini	margherita, viola, iris, lillà, crisantemo, rosa, camomilla, giglio, lavanda, tulipano, crisantemo, calendula, bucaneve, camelia, azalea, geranio, glicine, garofano, lavanda, loto, ibisco, fiordaliso, orchidea, papavero, stella alpina	flauto, chitarra classica, chitarra elettrica, chitarra acustica, pianoforte, pianola, tamburello, batteria, basso, violino, violoncello, clavicembalo, piatti, contrabbasso, liuto, lira, flauto traverso, clarinetto, fisarmonica, organo, ocarina, arpa, tromba, trombone, mandolino 	farfalle, api, zanzare, vespe, calabrone, millepiedi, scarafaggi, formiche, falene, moscerini, mosche, cavallette, grilli, coccinelle, forbici, blatte, insetti stecco, scarabeo, mantide, zecca, insetto della polvere, cimice, bruco, verme	soleggiato, pace, quiete, compagnia, sereno, svago, gustoso, buono, tranquillo, caldo, morbido, spazioso, festivo, armonia, amore, felicità, emozione, mozzafiato, intelletto, chiaro, appropriato, fratellanza,  affetto, costruttivo 	litigio, sporco, malattia, ignoranza, perplessità, odio, rancore, morte, distruzione, diseguaglianza, disparità, omertà, disordine, ingiustizia, ricatto, approfittatore, delinquenza, malintenzionato, inerme, solitudine, follia, crudeltà, disonore, confusione
original	anonymous	it21	Osimo, Italia	pistola, fucile, spada, coltello, doppietta, mitragliatrice, bomba, ascia, balestra, pugnale, sciabola, cannone, daga, martello, mazza da baseball, machete, tirapugni, molotov, granata, bomba a mano, mortaio, baionetta, lancia, arco, dinamite	margherita, rosa, viola, petunia, orchidea, ciclamino, gelsomino, geranio, fiore di loto, non ti scordar di me, dente di leone, stella alpina, papavero, iris, calendula, tulipano, rosa canina, camelia, girasole, camomilla, fiore di pesco, mimosa, narciso, primula, crisantemo	chitarra classica, chitarra elettrica, basso, batteria, contrabbasso, violino, violoncello, flauto, flauto traverso, pianoforte, pianola, tastiera, banjo, tromba, trombone, organetto, clarinetto, fisarmonica, armonica a bocca, triangolo, xylofono, nacchere, tamburo, gong, chitarra acustica	ragno, zanzara, mosca, ape, vespa, calabrone, bombo terrestre, cimice, scarabeo, cavalletta, grillo, mantide religiosa, bruco, lombrico, farfalla, falena, lucciola, coccinella, cervo volante, moscerino, formica, cicala, blatta, millepiedi, centopiedi	serenità, beatitudine, amore, gioia, felicità, lieto, relax, divertimento, coccole, amicizia, lealtà, indipendenza, benessere, risata, spensieratezza, leggerezza, positivo, gradevole, calma, tranquillità, successo, motivante, soddisfacente, energia, passione	tristezza, depressione, malattia, povertà, fame, imprigionato, pesantezza, spossato, inerme, inetto, agitazione, menzogna, tradimento, bugia, impotente, reietto, odio, antipatia, snob, egocentrico, egoista, narcisista, sleale, altezzoso, vanitoso
original	anonymous	it22	Repubblica di San marino, San marino 	coltello, spada, pistola, fucile, cannone, mitragliatrice, pugnale, machete, carabina, granata, bomba, mina, gas nervino, arma chimica, arma biologica, arma nucleare, missile, mazza, veleno, lancia, arco e frecce, bazooka, balestra, catapulta, ascia	margherita, tulipano, rosa, non ti scordar di me, viola, fiordaliso, girasole, fiore di loto, lavanda, ortensia, stella alpina, iris, Garofalo, ginestra, ciclamino, campanula, violetta, peonia, giglio, gelsomino, mimosa, sambuco, calla, orchidea, geranio	flauto, liuto, triangolo, chitarra, batteria, violino, viola, clavicembalo, violoncello, fagotto, pianoforte, tastiera, basso, sassofono, arpa, flauto traverso, tromba, xilofono, maracas, armonica a bocca, fisarmonica, organo, ukulele, clarinetto, piatti	formica, calabrone, scarabeo, mosca, zanzara tigre, libellula, farfalla, cimice, ragno, ape, vespa, bombo, cervo volante, coccinella, cavalletta, grillo, mantide religiosa, cicala, locusta, tafano, falena, termite, blatta, scarafaggio, pidocchio	famiglia, amore, amicizia, abbraccio, bacio, carezza, profumo, buon cibo, musica, concerto, disegno, morbidezza, cartolina, regalo, sorpresa, caldo in inverno, fresco in estate, risata, bel film, fiore, camminata in montagna, passeggiata sulla spiaggia, chiacchierata, sensazione di sollievo, doccia	puzza, cibo andato a male, insetti, sporcizia, fatica, lavoro, sudore, pianto, malinconia, rabbia, rancore, obbligo, noia, attesa, ansia, esame, appuntamento dal dottore, burocrazia, rinuncia, ritardo, persona logorroica, imprevisto, scarsa memoria, maleducazione a tavola, no-vax
original	anonymous	it23	Carcare, Italia	spada, pistola, fucile, mazza, piccone, missile, mitragliere, bomba, pugnale, sciabola, coltello, lancia, balestra, granata, manganello, martello, baionetta, arco, bazooka, taser, picca, siluro, rivoltella, cerbottana, fionda	margherita, rosa, primula, fiordaliso, giglio, girasole, bucaneve, camomilla, calendula, biancospino, lavanda, ibisco, orchidea, gardenia, petunia, garofano, papavero, pervinca, tulipano, narciso, glicine, bocca di leone, giacinto, tarassaco, ortensia	flauto, basso, chitarra, tastiera, pianoforte, clavicembalo, percussioni, batteria, violino, triangolo, trombone, sassofono, armonica, arpa, contrabbasso, cornamusa, violoncello, mandolino, piffero, tromba, xilofono, clarinetto, organo, banjo, tuba	farfalla, formica, coleottero, ape, cicala, scarafaggio, lucciola, locusta, grillo, zanzara, falena, cicala, cavalletta, scorpione, vespa, mosca, mantide, termite, bombo, vespa, lumaca, insetto stecco, tarantola, coccinella, scarabeo	abbraccio, carezza, cibo, musica, relax, camminata, yoga, gentilezza, natura, cortesia, disponibilità, estroverso, film, concerto, lettura, dormita, bacio, sogno, sorriso, spensieratezza, tranquillità, luminoso, spazioso, leggerezza, comicità	maleducazione, indisponibilità, chiuso, scortesia, stanchezza, fame, sete, rabbia, dolore, tensione, sfiducia, scuro, pesantezza, serietà, dipendenza, antipatia, scontrosità, intimidatorio, aggressivo, scomodo, pioggia, neve, grandine, stretto, rotto
original	anonymous	it24	Bari, Italy	pistola, spada, ascia, mitragliatrice, fucile, lanciagranate, mitragliera, rivoltella, coltello, gladio, pugnale, machete, sciabola, spadino, manganello, lancia, stiletto, tridente, arco, balestra, catapulta, cannone, bomba, razzo, granata	rosa, margherita, tulipano, girasole, ortensia, giglio, viola, garofano, fiore di loto, calendula, malva, girano, gelsomino, melissa, tiglio, papavero, ciclamino, gardenia, iris, lavanda, peonia, violetta, primula, narciso, ibisco	chitarra,batteria, basso, flauto, violino, violoncello, arpa, pianoforte, sassofono, mandolino, tamburo, tromba, trombone, fisarmonica, clarinetto, oboe, organo, xilofono, bongo, cornamusa, cornamuto, liuto, nacchere, pipa, triangolo	mosca, zanzara, ape, moscone, coccinella, scarafaggio, farfalla, libellula, coleottero, falena, lucciola, scarabeo, cavalletta, mantide, grillo, formica, chiocciola, lumaca, vespa, tricottero, ragno, blatta, tarantola, scorpione, cicala	amore, passione, sole, mare, felicità, serenità, picnic, stella, abbraccio, bacio, coccola, carezza, sesso, elettrizzante, emozionante, emozione, gioia, soddisfazione, successo, amicizia, amico, famiglia, convivialità, ospitalità, ottimismo	pessimismo, morte, oscurità, tristezza, narcisismo, egoismo, egocentrismo, insoddisfazione, odio, guerra, conflitto, litigio, violenza, prepotenza, esuberanza, eccentrico, bullismo, vittimismo, collera, rabbia, paura, frustrazione, insuccesso, fallimento, incesto
original	anonymous	it25	Verona, Italy 	daga, gladio, sciabola, macete, coltello da caccia, lancia, alabarda, martello, tridente, mazza chiodata, pistola, fucile a pompa, mitragliatore, bomba a mano, granata, lancia razzi, missili, katana, spada, doppietta, arco, balestra, catapulta, fionda 	rosa, orchidea, gerbera, ginestra, betulle, mimose, margherite, campane, girasole, violetta, garofano, stelle di natale, crisantemo, lavanda, giglio, calla, ibisco, lillà, viola, papavero, gelsomino, vischio, quadrifogli, loto 	flauto, batteria, clavicembalo, oboe, tromba, trombone, violino, violoncello, pianoforte, chitarra acustica, chitarra elettrica, ukulele, basso, contrabbasso, tastiera elettrica, triangolo, arpa, voce, xilofono, marimba, sassofono, fisarmonica, armonica, maracas	formica, ragno, mosca, zanzara, zanzara tigre, libellula, scarafaggio, coccinella, mantide, ape, vespa, calabrone, cimice, cavaletta, moscerino, grillo, lucciola, farfalla, insetto stecco, scorpione, falena, cicala, lumaca, pulce 	amore, domenica, fine settimana, cena romantica, vacanze, cibo, leggere, televisione, musica, cinema, teatro, insegnare, scrivere, parlare, sfogarsi, educare, viaggiare, altruismo, autostima, appagamento, aiutare, cucinare, filosofia, romaticismo  	dolore, pandemia, guerra, competizione, stress, pressione, povertà, impotenza, emarginazione, solitudine, indifferenza, orgoglio, egoismo, malattie, pericoli, ineguaglianza, discriminazione, funzionalismo, pena di morte, frenesia, depressione, incuranza, oppressione, avidità
original	anonymous	de1	-,Germany	Pistole,Schrotflinte,Schwert,Lanze,Bombe,Granate,Pfefferspray,Elektroschocker,Kanone,Flammenwerfer,Gewehr,Messer,Armbrust,Panzer,Mine,Rakete,Axt,Degen,Dolch,Schlagring,Heugabel,Fackel,Tränengas,Spieß,Speer	Rose,Tulpe,Orchidee,Narzisse,Nelke,Enzian,Hyazinthe,Iris,Lilie,Löwenzahn,Gänseblümchen,Sonnenblume,Maiglöckchen,Veilchen,Geranie,Mohn,Osterglocke,Vergissmeinnicht ,Krokus,Schneeglöckchen,Margerite,Kornblume,Eisenhut,Dahlie,Christrose	Klavier,Blockflöte,Geige,Cello,Harfe,Gitarre,Querflöte,Gitarre,Bass,Schlagzeug,Posaune,Saxophon,Klarinette,Kontrabass,E-Gitarre,Flügel,Triangel,Rassel,Orgel,Mundharmonika,Akkordeon,Bratsche,Trompete,Oboe,Tamburin	Spinne,Schmetterling,Wurm,Biene,Ameise,Fliege,Wespe,Hummel,Stechmücke,Kakerlake,Schnecke,Bettwanze,Marienkäfer,Grasmilbe,Eichenprozessionsspinner,Raupe,Mehlmotte,Schabe,Heuschrecke,Zecke,Floh,Mistkäfer,Glühwürmchen,Libelle,Stinkwanze	Glück,Freude,Familie,Freund,Sonne,Urlaub,Lachen,Vorfreude,Hobby,Freizeit,Hitzefrei,Vertrauen,Liebe,Überraschung,Erfolg,Stolz,Gewinn,Sommerabend,Verabredung,Einladung,Beförderung,Ausschlafen,Plätzchenduft,Haustier,Massage	Tod,Unfall,Krankheit,Verlust,Betrug,Einsamkeit,Streit,Katastrophe,Krise,Neid,Geiz,Untreue,Verrat,Enttäuschung,Scham,Egoismus,Langeweile,Stress,Misserfolg,Warten,Ungewissheit,Komplikation,Kündigung,Trennung,Krieg
original	anonymous	de2	-,Germany	Knarre,Messer,Gewehr,Pistole,Hammer,Dolch,Lanze,Schwert,Morgenstern,Dreizack,Haken,Kanone,Dynamit,Sprengstoff,Drohne,Miene,Tompedo,Schlagstock,Knüppel,Katschi,Degen,Rakete,Axt,Speer,Bogen	Sonnenblume,Tulpe,Rose,Lavendel,Vergissmeinnicht,Margaritte,Kamille,Nelke,Hornpfeilchen,Hortensie,Schneeglöckchen,Maiglöckchen,Sonnentau,Butterblume,Pusteblume,Löwenzahn,Osterglocke,Gerbera,Dahlie,Rhododendron,Veilchen,Edelweiß,Arnika,Buschwindröschen,Stiefmütterchen	Trompete,Akkordeon,Piano,Posaune,Saxophon,Flöte,Querflöte,Oboe,Harfe,Violine,Geige,Triangle,Dudelsack,Fidel,Melodika,Mundharmonika,Trommel,Schlagzeug,Bass,Gitarre,Laute,Rassel,Klangholz,Kontrabass,Pauke	Schmetterling,Ameise,Maikäfer,Marienkäfer,Mücke,Fliege,Kakerlake,Heuschrecke,Wespe,Biene,Hummel,Grille,Hornisse,Mistkäfer,Nachtfalter,Motte,Wanzen,Laus,Libelle,Schwebefliege,Zitronenfalter,Kohlweißling,Kellerassel,Tausendfüßler,Schabe	Wärme,Freude,Hoffnung,Umarmung,Haustier,Kuss,Zuneigung,Vertrauen,Erfolg,Schokolade,Hund,Katze,Spaziergang,Feierabend,Freizeit,Feiertag,Besuch,Unternehmung,Ausflug,Verabredung,Frieden,Harmonie,Glück,Teilen,Urlaub	Kälte,Schreck,Horror,Ekel,Gespenst,Tod,Panik,Angst,Hilflosigkeit,Einsamkeit,Langeweile,Hoffnungslosigkeit,Krieg,Furcht,Krankheit,Husten,Schnupfen,Geschrei,Fieber,Schmerz,Leiden,Kummer,Lüge,Hass,Überlkeit
original	anonymous	de3	Saarlouis, Germany 	Schwert, Beil, Axt, Hammer, Lanze, Speer, Armbrust, Bogen, Pistole, Messer, Schrotflinte, Säbel, Scharfschützengewehr, Flammwerfer, Granatenwerfer, Raketenwerfer, Streitkolben, Morgenstern, Dolch, Schlagring, Katana, Hellebarde, Harpune, Sturmgewehr, Dreizack	Tulpe, Rose, Lilie, Veilchen, Vergissmeinnicht, Mohnblume, Ringelblume, Rittersporn, Gänseblümchen, Butterblume, Orchidee, Schneeflöckchen, Osterglocke, Lavendel, Sonnenblume, Maiglöckchen, Anemone, Fuchsie, Petonie, Begonie, Krokus, Geranie, Narzisse, Primel, Margerite	Klavier, Flügel, E-Piano, Harfe, Mundharmonika, Gitarre, Schlagzeug, Dudelsack, Trompete, Saxofon, Oboe, Flöte, Violine, Bass, Geige, Bratsche, Cello, Trommel, Pauke, Triangel, Ukulele, Orgel, Querflöte, Posaune, Tuba	Biene, Wespe, Hornisse, Hummel, Eintagsfliege, Stechmücke, Raupe, Maikäfer, Mistkäfer, Marienkäfer, Ohrenschliefer, Grashüpfer, Heuschrecke, Ameise, Libelle, Schmetterling, Motte, Flöhe, Blattlaus, Gottesanbeterin, Made, Kakerlake, Bockkäfer, Junikäfer, Wanze	Nahrung, Trinken, Freizeit, Ruhe, Frieden, Entspannung, Mitgefühl, Empathie, Liebe, Zuneigung, Sprache, Glück, Freundschaft, Beziehungen, Familie, Alltag, Kreativität, Logik, Wissen, Bildung, Intelligenz, Emotionen, Gesundheit, Interessen, Bewusstsein	Hass, Arroganz, Krieg, Zerstörung, Mord, Selbstsucht, Not, Krankheit, Rassismus, Sexismus, Gier, Hunger, Narzissmus, Isolation, allein, Wut, Gewalt, Neid, Eifersucht, Vorurteile, Schubladendenken, Betrug, Lüge, Ignoranz, Angst
original	anonymous	de4	Saarbrücken, Germany 	Schwert, Pistole, Speer, Dolch, Morgenstern, Kanone, Gewehr, Degen, Zwille, Steinschleuder, Schlagring, Schlagstock, Panzer, Granate, Maschinengewehr, Flak, Schrotflinte, Raketenwerfer, Bombe, Flammenwerfer, Wasserwerfer, Gasgranate, Pfeil, Giftspritze, Säbel 	Sonnenblume, Rose, Nelke, Vergissmeinnicht, Butterblume, Maiglöckchen, Osterglocke, Gänseblümchen, Orchidee, Tulpe, Narzisse, Lilie, Lavendel, Amaryllis, Chrysantheme, Hortensie, Distel, Schafgarbe, Flieder, Pfingstrose, Edelweiß, Iris, Hyazinthe, Ginster, Enzian 	Gitarre, Schlagzeug, Bass, Cello, Geige, Kontrabass, Bratsche, Kazoo, Violine, Piano, Klavier, Mandoline, Mandola, Harfe, Fagott, Tuba, Querflöte, Klarinette, Blockflöte, Panflöte, Triangel, Keyboard, Xylophon, Trompete, Saxophon 	Spinne, Schmetterling, Raupe, Ameise, Mistkäfer, Maikäfer, Marienkäfer, Kartoffelkäfer, Ohrenschleifer, Tausendfüßler, Regenwurm, Nacktschnecke, Weinbergschnecke, Blattlaus, Wespe, Hornisse, Biene, Stubenfliege, Fruchtfliege, Borkenkäfer, Kellerassel, Schnaken, Weberknecht, Mücke, Motte	Sofa, Schokolade, schlafen, Massage, lächeln, weich, Romantik, warm, Sonne, Sport, Grillen, Spaziergang, kuscheln, Einladung, Fernsehen, entspannen, spielen, Erfolg, Urlaub, gewinnen, Freunde, Musik, Tanzen, Party, Freiheit 	Krieg, Stromausfall, Internetausfall, Konfrontation, Streit, leiden, Kälte, Schmerz, Folter, Ungewissheit, Anspannung, Müdigkeit, Hunger, Durst, hintergehen, Unfall, Überfall, kaputt, Gestank, Unsicherheit, Lähmung, Albtraum, lügen, Fett, Drogen 
